at_least_one_address_in_amsterdam,deelnames_started_percentage_last_year,active_address_count,days_since_last_relocation,days_since_last_dienst_end,has_medebewoner,avg_percentage_maatregel,total_vermogen,afspraken_no_show_count_last_year,has_partner,applied_for_same_product_last_year,received_same_product_last_year,afspraken_no_contact_count_last_year,sum_inkomen_bruto,sum_inkomen_bruto_was_mean_imputed,original_model_score,reweighted_model_score,score_difference
1,0,0,90,0,0,10,3000,1,1,1,1,0,1000,0,0.6722445109423607,0.6505777187775876,0.021666792164773074
1,0,0,90,0,0,10,3000,1,1,1,1,0,1000,1,0.6722445109423607,0.6505777187775876,0.021666792164773074
1,0,0,90,0,0,10,3000,1,1,1,1,0,0,0,0.7173672647507693,0.7899778524278207,-0.07261058767705142
1,0,0,90,0,0,10,3000,1,1,1,1,0,0,1,0.7173672647507693,0.7899778524278207,-0.07261058767705142
1,0,0,90,0,0,10,3000,1,1,1,1,1,1000,0,0.5797744319778614,0.5550206192099952,0.024753812767866146
1,0,0,90,0,0,10,3000,1,1,1,1,1,1000,1,0.5797744319778614,0.5550206192099952,0.024753812767866146
1,0,0,90,0,0,10,3000,1,1,1,1,1,0,0,0.630632886086948,0.715895003806968,-0.08526211772002001
1,0,0,90,0,0,10,3000,1,1,1,1,1,0,1,0.630632886086948,0.715895003806968,-0.08526211772002001
1,0,0,90,0,0,10,3000,1,0,0,0,0,1000,0,0.7027927200374656,0.6584843427153197,0.044308377322145875
1,0,0,90,0,0,10,3000,1,0,0,0,0,1000,1,0.7027927200374656,0.6584843427153197,0.044308377322145875
1,0,0,90,0,0,10,3000,1,0,0,0,0,0,0,0.7453032507049412,0.7957206133855002,-0.050417362680558964
1,0,0,90,0,0,10,3000,1,0,0,0,0,0,1,0.7453032507049412,0.7957206133855002,-0.050417362680558964
1,0,0,90,0,0,10,3000,1,0,0,0,1,1000,0,0.6139923815565798,0.5636392071650435,0.050353174391536304
1,0,0,90,0,0,10,3000,1,0,0,0,1,1000,1,0.6139923815565798,0.5636392071650435,0.050353174391536304
1,0,0,90,0,0,10,3000,1,0,0,0,1,0,0,0.6631158902475179,0.7229530418672437,-0.059837151619725804
1,0,0,90,0,0,10,3000,1,0,0,0,1,0,1,0.6631158902475179,0.7229530418672437,-0.059837151619725804
1,0,0,90,0,0,10,3000,1,0,0,1,0,1000,0,0.6886682879441833,0.6314688829166978,0.05719940502748555
1,0,0,90,0,0,10,3000,1,0,0,1,0,1000,1,0.6886682879441833,0.6314688829166978,0.05719940502748555
1,0,0,90,0,0,10,3000,1,0,0,1,0,0,0,0.7324299194139645,0.7758660169099645,-0.04343609749599997
1,0,0,90,0,0,10,3000,1,0,0,1,0,0,1,0.7324299194139645,0.7758660169099645,-0.04343609749599997
1,0,0,90,0,0,10,3000,1,0,0,1,1,1000,0,0.5980613792211379,0.5344257543288525,0.06363562489228536
1,0,0,90,0,0,10,3000,1,0,0,1,1,1000,1,0.5980613792211379,0.5344257543288525,0.06363562489228536
1,0,0,90,0,0,10,3000,1,0,0,1,1,0,0,0.6480501454684009,0.6987039016800888,-0.050653756211687884
1,0,0,90,0,0,10,3000,1,0,0,1,1,0,1,0.6480501454684009,0.6987039016800888,-0.050653756211687884
1,0,0,90,0,0,10,3000,1,0,1,0,0,1000,0,0.7224824595108728,0.6960047898931129,0.02647766961775988
1,0,0,90,0,0,10,3000,1,0,1,0,0,1000,1,0.7224824595108728,0.6960047898931129,0.02647766961775988
1,0,0,90,0,0,10,3000,1,0,1,0,0,0,0,0.7631259232443873,0.822233995563376,-0.059108072318988625
1,0,0,90,0,0,10,3000,1,0,1,0,0,0,1,0.7631259232443873,0.822233995563376,-0.059108072318988625
1,0,0,90,0,0,10,3000,1,0,1,0,1,1000,0,0.6365224666646547,0.6053344255882717,0.031188041076383066
1,0,0,90,0,0,10,3000,1,0,1,0,1,1000,1,0.6365224666646547,0.6053344255882717,0.031188041076383066
1,0,0,90,0,0,10,3000,1,0,1,0,1,0,0,0.6842532437384338,0.7560150306428656,-0.0717617869044318
1,0,0,90,0,0,10,3000,1,0,1,0,1,0,1,0.6842532437384338,0.7560150306428656,-0.0717617869044318
1,0,0,90,0,0,10,3000,1,0,1,1,0,1000,0,0.708906183171942,0.6704720620367747,0.03843412113516731
1,0,0,90,0,0,10,3000,1,0,1,1,0,1000,1,0.708906183171942,0.6704720620367747,0.03843412113516731
1,0,0,90,0,0,10,3000,1,0,1,1,0,0,0,0.7508522797244042,0.804322626330059,-0.05347034660565486
1,0,0,90,0,0,10,3000,1,0,1,1,0,0,1,0.7508522797244042,0.804322626330059,-0.05347034660565486
1,0,0,90,0,0,10,3000,1,0,1,1,1,1000,0,0.6209472622295622,0.5768165764040387,0.044130685825523486
1,0,0,90,0,0,10,3000,1,0,1,1,1,1000,1,0.6209472622295622,0.5768165764040387,0.044130685825523486
1,0,0,90,0,0,10,3000,1,0,1,1,1,0,0,0.6696618780734757,0.7335933457169622,-0.06393146764348656
1,0,0,90,0,0,10,3000,1,0,1,1,1,0,1,0.6696618780734757,0.7335933457169622,-0.06393146764348656
1,0,0,90,0,0,10,-10000,0,1,0,0,0,1000,0,0.6181946811726907,0.5798932881864577,0.03830139298623303
1,0,0,90,0,0,10,-10000,0,1,0,0,0,1000,1,0.6181946811726907,0.5798932881864577,0.03830139298623303
1,0,0,90,0,0,10,-10000,0,1,0,0,0,0,0,0.6670733819336682,0.736051807927044,-0.06897842599337589
1,0,0,90,0,0,10,-10000,0,1,0,0,0,0,1,0.6670733819336682,0.736051807927044,-0.06897842599337589
1,0,0,90,0,0,10,-10000,0,1,0,0,1,1000,0,0.5213334921146043,0.480443248318345,0.04089024379625933
1,0,0,90,0,0,10,-10000,0,1,0,0,1,1000,1,0.5213334921146043,0.480443248318345,0.04089024379625933
1,0,0,90,0,0,10,-10000,0,1,0,0,1,0,0,0.5740687421268494,0.651342461739611,-0.07727371961276153
1,0,0,90,0,0,10,-10000,0,1,0,0,1,0,1,0.5740687421268494,0.651342461739611,-0.07727371961276153
1,0,0,90,0,0,10,-10000,0,1,0,1,0,1000,0,0.6023247817953121,0.5509009697174694,0.051423812077842745
1,0,0,90,0,0,10,-10000,0,1,0,1,0,1000,1,0.6023247817953121,0.5509009697174694,0.051423812077842745
1,0,0,90,0,0,10,-10000,0,1,0,1,0,0,0,0.6520917645437663,0.7124932220228929,-0.06040145747912662
1,0,0,90,0,0,10,-10000,0,1,0,1,0,0,1,0.6520917645437663,0.7124932220228929,-0.06040145747912662
1,0,0,90,0,0,10,-10000,0,1,0,1,1,1000,0,0.5046634625052846,0.4510843000104095,0.0535791624948751
1,0,0,90,0,0,10,-10000,0,1,0,1,1,1000,1,0.5046634625052846,0.4510843000104095,0.0535791624948751
1,0,0,90,0,0,10,-10000,0,1,0,1,1,0,0,0.5576770513248961,0.6240845680805978,-0.06640751675570167
1,0,0,90,0,0,10,-10000,0,1,0,1,1,0,1,0.5576770513248961,0.6240845680805978,-0.06640751675570167
1,0,0,90,0,0,10,-10000,0,1,1,0,0,1000,0,0.6406230534562484,0.6210795126061261,0.01954354085012222
1,0,0,90,0,0,10,-10000,0,1,1,0,0,1000,1,0.6406230534562484,0.6210795126061261,0.01954354085012222
1,0,0,90,0,0,10,-10000,0,1,1,0,0,0,0,0.6880792283457674,0.7680521452347772,-0.07997291688900976
1,0,0,90,0,0,10,-10000,0,1,1,0,0,0,1,0.6880792283457674,0.7680521452347772,-0.07997291688900976
1,0,0,90,0,0,10,-10000,0,1,1,0,1,1000,0,0.5452663727703788,0.5233655801938771,0.021900792576501682
1,0,0,90,0,0,10,-10000,0,1,1,0,1,1000,1,0.5452663727703788,0.5233655801938771,0.021900792576501682
1,0,0,90,0,0,10,-10000,0,1,1,0,1,0,0,0.5974011067504376,0.6892772960060546,-0.09187618925561702
1,0,0,90,0,0,10,-10000,0,1,1,0,1,0,1,0.5974011067504376,0.6892772960060546,-0.09187618925561702
1,0,0,90,0,0,10,-10000,0,1,1,1,0,1000,0,0.625120075561938,0.592934305111681,0.032185770450257056
1,0,0,90,0,0,10,-10000,0,1,1,1,0,1000,1,0.625120075561938,0.592934305111681,0.032185770450257056
1,0,0,90,0,0,10,-10000,0,1,1,1,0,0,0,0.67358032493492,0.746365532454751,-0.07278520751983097
1,0,0,90,0,0,10,-10000,0,1,1,1,0,0,1,0.67358032493492,0.746365532454751,-0.07278520751983097
1,0,0,90,0,0,10,-10000,0,1,1,1,1,1000,0,0.5286762967014937,0.4938769916910109,0.03479930501048284
1,0,0,90,0,0,10,-10000,0,1,1,1,1,1000,1,0.5286762967014937,0.4938769916910109,0.03479930501048284
1,0,0,90,0,0,10,-10000,0,1,1,1,1,0,0,0.5812523618425126,0.6634527453961148,-0.08220038355360215
1,0,0,90,0,0,10,-10000,0,1,1,1,1,0,1,0.5812523618425126,0.6634527453961148,-0.08220038355360215
1,0,0,90,0,0,10,-10000,0,0,0,0,0,1000,0,0.6578248363373727,0.6013460089296899,0.05647882740768273
1,0,0,90,0,0,10,-10000,0,0,0,0,0,1000,1,0.6578248363373727,0.6013460089296899,0.05647882740768273
1,0,0,90,0,0,10,-10000,0,0,0,0,0,0,0,0.704058840479415,0.7529278412608629,-0.04886900078144785
1,0,0,90,0,0,10,-10000,0,0,0,0,0,0,1,0.704058840479415,0.7529278412608629,-0.04886900078144785
1,0,0,90,0,0,10,-10000,0,0,0,0,1,1000,0,0.5639255204164374,0.5026185657787605,0.06130695463767688
1,0,0,90,0,0,10,-10000,0,0,0,0,1,1000,1,0.5639255204164374,0.5026185657787605,0.06130695463767688
1,0,0,90,0,0,10,-10000,0,0,0,0,1,0,0,0.6154297927226585,0.6712152686591663,-0.055785475936507734
1,0,0,90,0,0,10,-10000,0,0,0,0,1,0,1,0.6154297927226585,0.6712152686591663,-0.055785475936507734
1,0,0,90,0,0,10,-10000,0,0,0,1,0,1000,0,0.6426499847515195,0.572743377979,0.06990660677251948
1,0,0,90,0,0,10,-10000,0,0,0,1,0,1000,1,0.6426499847515195,0.572743377979,0.06990660677251948
1,0,0,90,0,0,10,-10000,0,0,0,1,0,0,0,0.6899680353304736,0.730323650469099,-0.0403556151386254
1,0,0,90,0,0,10,-10000,0,0,0,1,0,0,1,0.6899680353304736,0.730323650469099,-0.0403556151386254
1,0,0,90,0,0,10,-10000,0,0,0,1,1,1000,0,0.5474511984625647,0.47313855109171027,0.07431264737085447
1,0,0,90,0,0,10,-10000,0,0,0,1,1,1000,1,0.5474511984625647,0.47313855109171027,0.07431264737085447
1,0,0,90,0,0,10,-10000,0,0,0,1,1,0,0,0.5995194198130893,0.644663437949208,-0.04514401813611868
1,0,0,90,0,0,10,-10000,0,0,0,1,1,0,1,0.5995194198130893,0.644663437949208,-0.04514401813611868
1,0,0,90,0,0,10,-10000,0,0,1,0,0,1000,0,0.6791335325099453,0.6417284499812713,0.03740508252867403
1,0,0,90,0,0,10,-10000,0,0,1,0,0,1000,1,0.6791335325099453,0.6417284499812713,0.03740508252867403
1,0,0,90,0,0,10,-10000,0,0,1,0,0,0,0,0.7236976776358743,0.7834840250524309,-0.05978634741655653
1,0,0,90,0,0,10,-10000,0,0,1,0,0,0,1,0.7236976776358743,0.7834840250524309,-0.05978634741655653
1,0,0,90,0,0,10,-10000,0,0,1,0,1,1000,0,0.5874141846419814,0.5454421939037337,0.041971990738247644
1,0,0,90,0,0,10,-10000,0,0,1,0,1,1000,1,0.5874141846419814,0.5454421939037337,0.041971990738247644
1,0,0,90,0,0,10,-10000,0,0,1,0,1,0,0,0.6379254552120334,0.7079573624478208,-0.07003190723578745
1,0,0,90,0,0,10,-10000,0,0,1,0,1,0,1,0.6379254552120334,0.7079573624478208,-0.07003190723578745
1,0,0,90,0,0,10,-10000,0,0,1,1,0,1000,0,0.6644216060045404,0.6141641738821085,0.05025743212243183
1,0,0,90,0,0,10,-10000,0,0,1,1,0,1000,1,0.6644216060045404,0.6141641738821085,0.05025743212243183
1,0,0,90,0,0,10,-10000,0,0,1,1,0,0,0,0.7101570007470965,0.7627946499774908,-0.05263764923039427
1,0,0,90,0,0,10,-10000,0,0,1,1,0,0,1,0.7101570007470965,0.7627946499774908,-0.05263764923039427
1,0,0,90,0,0,10,-10000,0,0,1,1,1,1000,0,0.5711524159948568,0.516056486423508,0.05509592957134879
1,0,0,90,0,0,10,-10000,0,0,1,1,1,1000,1,0.5711524159948568,0.516056486423508,0.05509592957134879
1,0,0,90,0,0,10,-10000,0,0,1,1,1,0,0,0.622374703311174,0.6829712619986446,-0.0605965586874706
1,0,0,90,0,0,10,-10000,0,0,1,1,1,0,1,0.622374703311174,0.6829712619986446,-0.0605965586874706
1,0,0,90,0,0,10,-10000,1,1,0,0,0,1000,0,0.694628800862856,0.6474116582051598,0.047217142657696276
1,0,0,90,0,0,10,-10000,1,1,0,0,0,1000,1,0.694628800862856,0.6474116582051598,0.047217142657696276
1,0,0,90,0,0,10,-10000,1,1,0,0,0,0,0,0.7378715089372369,0.7876626261491751,-0.049791117211938296
1,0,0,90,0,0,10,-10000,1,1,0,0,0,0,1,0.7378715089372369,0.7876626261491751,-0.049791117211938296
1,0,0,90,0,0,10,-10000,1,1,0,0,1,1000,0,0.6047610121842402,0.5515855076696663,0.05317550451457387
1,0,0,90,0,0,10,-10000,1,1,0,0,1,1000,1,0.6047610121842402,0.5515855076696663,0.05317550451457387
1,0,0,90,0,0,10,-10000,1,1,0,0,1,0,0,0.6543980483391422,0.7130597437538074,-0.05866169541466526
1,0,0,90,0,0,10,-10000,1,1,0,0,1,0,1,0.6543980483391422,0.7130597437538074,-0.05866169541466526
1,0,0,90,0,0,10,-10000,1,1,0,1,0,1000,0,0.6802928841315412,0.6200257308974202,0.06026715323412102
1,0,0,90,0,0,10,-10000,1,1,0,1,0,1000,1,0.6802928841315412,0.6200257308974202,0.06026715323412102
1,0,0,90,0,0,10,-10000,1,1,0,1,0,0,0,0.7247612680731339,0.7672539257311469,-0.04249265765801302
1,0,0,90,0,0,10,-10000,1,1,0,1,0,0,1,0.7247612680731339,0.7672539257311469,-0.04249265765801302
1,0,0,90,0,0,10,-10000,1,1,0,1,1,1000,0,0.5887042341123776,0.5222490873423511,0.06645514677002651
1,0,0,90,0,0,10,-10000,1,1,0,1,1,1000,1,0.5887042341123776,0.5222490873423511,0.06645514677002651
1,0,0,90,0,0,10,-10000,1,1,0,1,1,0,0,0.6391545880358818,0.6883179948521884,-0.0491634068163066
1,0,0,90,0,0,10,-10000,1,1,0,1,1,0,1,0.6391545880358818,0.6883179948521884,-0.0491634068163066
1,0,0,90,0,0,10,-10000,1,1,1,0,0,1000,0,0.7146397867106187,0.6855677128877771,0.029072073822841604
1,0,0,90,0,0,10,-10000,1,1,1,0,0,1000,1,0.7146397867106187,0.6855677128877771,0.029072073822841604
1,0,0,90,0,0,10,-10000,1,1,1,0,0,0,0,0.756044002302474,0.8149786726606997,-0.05893467035822564
1,0,0,90,0,0,10,-10000,1,1,1,0,0,0,1,0.756044002302474,0.8149786726606997,-0.05893467035822564
1,0,0,90,0,0,10,-10000,1,1,1,0,1,1000,0,0.627503020719706,0.5936020375183185,0.03390098320138746
1,0,0,90,0,0,10,-10000,1,1,1,0,1,1000,1,0.627503020719706,0.5936020375183185,0.03390098320138746
1,0,0,90,0,0,10,-10000,1,1,1,0,1,0,0,0.6758149783937595,0.7468890206754096,-0.07107404228165015
1,0,0,90,0,0,10,-10000,1,1,1,0,1,0,1,0.6758149783937595,0.7468890206754096,-0.07107404228165015
1,0,0,90,0,0,10,-10000,1,1,1,1,0,1000,0,0.7008387100091062,0.6595871180927059,0.041251591916400376
1,0,0,90,0,0,10,-10000,1,1,1,1,0,1000,1,0.7008387100091062,0.6595871180927059,0.041251591916400376
1,0,0,90,0,0,10,-10000,1,1,1,1,0,0,0,0.7435267341689744,0.7965171834303548,-0.05299044926138041
1,0,0,90,0,0,10,-10000,1,1,1,1,0,0,1,0.7435267341689744,0.7965171834303548,-0.05299044926138041
1,0,0,90,0,0,10,-10000,1,1,1,1,1,1000,0,0.6117770520995636,0.56484585334738,0.046931198752183545
1,0,0,90,0,0,10,-10000,1,1,1,1,1,1000,1,0.6117770520995636,0.56484585334738,0.046931198752183545
1,0,0,90,0,0,10,-10000,1,1,1,1,1,0,0,0.6610268400106697,0.7239349190948705,-0.06290807908420082
1,0,0,90,0,0,10,-10000,1,1,1,1,1,0,1,0.6610268400106697,0.7239349190948705,-0.06290807908420082
1,0,0,90,0,0,10,-10000,1,0,0,0,0,1000,0,0.7297930484293135,0.6673941038528898,0.0623989445764237
1,0,0,90,0,0,10,-10000,1,0,0,0,0,1000,1,0.7297930484293135,0.6673941038528898,0.0623989445764237
1,0,0,90,0,0,10,-10000,1,0,0,0,0,0,0,0.7697071256133108,0.8021259236886742,-0.03241879807536341
1,0,0,90,0,0,10,-10000,1,0,0,0,0,0,1,0.7697071256133108,0.8021259236886742,-0.03241879807536341
1,0,0,90,0,0,10,-10000,1,0,0,0,1,1000,0,0.6449847827709639,0.5734204026750871,0.07156438009587685
1,0,0,90,0,0,10,-10000,1,0,0,0,1,1000,1,0.6449847827709639,0.5734204026750871,0.07156438009587685
1,0,0,90,0,0,10,-10000,1,0,0,0,1,0,0,0.6921417752340214,0.7308683093117146,-0.03872653407769322
1,0,0,90,0,0,10,-10000,1,0,0,0,1,0,1,0.6921417752340214,0.7308683093117146,-0.03872653407769322
1,0,0,90,0,0,10,-10000,1,0,0,1,0,1000,0,0.7164340408050542,0.6406988722565069,0.07573516854854734
1,0,0,90,0,0,10,-10000,1,0,0,1,0,1000,1,0.7164340408050542,0.6406988722565069,0.07573516854854734
1,0,0,90,0,0,10,-10000,1,0,0,1,0,0,0,0.7576661997934714,0.7827238888980368,-0.025057689104565406
1,0,0,90,0,0,10,-10000,1,0,0,1,0,0,1,0.7576661997934714,0.7827238888980368,-0.025057689104565406
1,0,0,90,0,0,10,-10000,1,0,0,1,1,1000,0,0.629561161107534,0.5443323902416479,0.0852287708658861
1,0,0,90,0,0,10,-10000,1,0,0,1,1,1000,1,0.629561161107534,0.5443323902416479,0.0852287708658861
1,0,0,90,0,0,10,-10000,1,0,0,1,1,0,0,0.6777432689326067,0.7070312201719781,-0.029287951239371335
1,0,0,90,0,0,10,-10000,1,0,0,1,1,0,1,0.6777432689326067,0.7070312201719781,-0.029287951239371335
1,0,0,90,0,0,10,-10000,1,0,1,0,0,1000,0,0.7483345776358254,0.7043751441564767,0.04395943347934872
1,0,0,90,0,0,10,-10000,1,0,1,0,0,1000,1,0.7483345776358254,0.7043751441564767,0.04395943347934872
1,0,0,90,0,0,10,-10000,1,0,1,0,0,0,0,0.7863117276978417,0.8279876749707572,-0.04167594727291546
1,0,0,90,0,0,10,-10000,1,0,1,0,0,0,1,0.7863117276978417,0.8279876749707572,-0.04167594727291546
1,0,0,90,0,0,10,-10000,1,0,1,0,1,1000,0,0.6666879332970759,0.6148197043709224,0.0518682289261535
1,0,0,90,0,0,10,-10000,1,0,1,0,1,1000,1,0.6666879332970759,0.6148197043709224,0.0518682289261535
1,0,0,90,0,0,10,-10000,1,0,1,0,1,0,0,0.7122482231965963,0.7632949833310456,-0.05104676013444931
1,0,0,90,0,0,10,-10000,1,0,1,0,1,0,1,0.7122482231965963,0.7632949833310456,-0.05104676013444931
1,0,0,90,0,0,10,-10000,1,0,1,1,0,1000,0,0.7355600991467898,0.6792214303112867,0.05633866883550309
1,0,0,90,0,0,10,-10000,1,0,1,1,0,1000,1,0.7355600991467898,0.6792214303112867,0.05633866883550309
1,0,0,90,0,0,10,-10000,1,0,1,1,0,0,0,0.7748850640264755,0.8105224413357668,-0.035637377309291285
1,0,0,90,0,0,10,-10000,1,0,1,1,0,0,1,0.7748850640264755,0.8105224413357668,-0.035637377309291285
1,0,0,90,0,0,10,-10000,1,0,1,1,1,1000,0,0.6516980272830184,0.5865190812795943,0.06517894600342411
1,0,0,90,0,0,10,-10000,1,0,1,1,1,1000,1,0.6516980272830184,0.5865190812795943,0.06517894600342411
1,0,0,90,0,0,10,-10000,1,0,1,1,1,0,0,0.6983802989521544,0.741313393553967,-0.042933094601812605
1,0,0,90,0,0,10,-10000,1,0,1,1,1,0,1,0.6983802989521544,0.741313393553967,-0.042933094601812605
1,0,0,90,0,1,0,3000,0,1,0,0,0,1000,0,0.6105211859988321,0.6252186175639856,-0.014697431565153463
1,0,0,90,0,1,0,3000,0,1,0,0,0,1000,1,0.6105211859988321,0.6252186175639856,-0.014697431565153463
1,0,0,90,0,1,0,3000,0,1,0,0,0,0,0,0.6598417087018792,0.7711772965188416,-0.1113355878169624
1,0,0,90,0,1,0,3000,0,1,0,0,0,0,1,0.6598417087018792,0.7711772965188416,-0.1113355878169624
1,0,0,90,0,1,0,3000,0,1,0,0,1,1000,0,0.5132460869868607,0.5277604773368372,-0.01451439034997648
1,0,0,90,0,1,0,3000,0,1,0,0,1,1000,1,0.5132460869868607,0.5277604773368372,-0.01451439034997648
1,0,0,90,0,1,0,3000,0,1,0,0,1,0,0,0.5661308202130882,0.6930396313995887,-0.12690881118650044
1,0,0,90,0,1,0,3000,0,1,0,0,1,0,1,0.5661308202130882,0.6930396313995887,-0.12690881118650044
1,0,0,90,0,1,0,3000,0,1,0,1,0,1000,0,0.5945415272595015,0.5971814518352313,-0.002639924575729813
1,0,0,90,0,1,0,3000,0,1,0,1,0,1000,1,0.5945415272595015,0.5971814518352313,-0.002639924575729813
1,0,0,90,0,1,0,3000,0,1,0,1,0,0,0,0.6447079926013839,0.7496876506399809,-0.10497965803859699
1,0,0,90,0,1,0,3000,0,1,0,1,0,0,1,0.6447079926013839,0.7496876506399809,-0.10497965803859699
1,0,0,90,0,1,0,3000,0,1,0,1,1,1000,0,0.4965663869205232,0.4982831360306456,-0.0017167491101224286
1,0,0,90,0,1,0,3000,0,1,0,1,1,1000,1,0.4965663869205232,0.4982831360306456,-0.0017167491101224286
1,0,0,90,0,1,0,3000,0,1,0,1,1,0,0,0.5496732811402459,0.6673768778514431,-0.11770359671119712
1,0,0,90,0,1,0,3000,0,1,0,1,1,0,1,0.5496732811402459,0.6673768778514431,-0.11770359671119712
1,0,0,90,0,1,0,3000,0,1,1,0,0,1000,0,0.6331328166229816,0.6645318705481831,-0.03139905392520148
1,0,0,90,0,1,0,3000,0,1,1,0,0,1000,1,0.6331328166229816,0.6645318705481831,-0.03139905392520148
1,0,0,90,0,1,0,3000,0,1,1,0,0,0,0,0.6810856963333588,0.8000758035597436,-0.11899010722638481
1,0,0,90,0,1,0,3000,0,1,1,0,0,0,1,0.6810856963333588,0.8000758035597436,-0.11899010722638481
1,0,0,90,0,1,0,3000,0,1,1,0,1,1000,0,0.5372243869853968,0.5702701889304647,-0.0330458019450679
1,0,0,90,0,1,0,3000,0,1,1,0,1,1000,1,0.5372243869853968,0.5702701889304647,-0.0330458019450679
1,0,0,90,0,1,0,3000,0,1,1,0,1,0,0,0.5895871483297417,0.7283299547532736,-0.13874280642353187
1,0,0,90,0,1,0,3000,0,1,1,0,1,0,1,0.5895871483297417,0.7283299547532736,-0.13874280642353187
1,0,0,90,0,1,0,3000,0,1,1,1,0,1000,0,0.6174996467882912,0.6377316109206492,-0.02023196413235806
1,0,0,90,0,1,0,3000,0,1,1,1,0,1000,1,0.6174996467882912,0.6377316109206492,-0.02023196413235806
1,0,0,90,0,1,0,3000,0,1,1,1,0,0,0,0.6664193127375395,0.7805277510280064,-0.11410843829046691
1,0,0,90,0,1,0,3000,0,1,1,1,0,0,1,0.6664193127375395,0.7805277510280064,-0.11410843829046691
1,0,0,90,0,1,0,3000,0,1,1,1,1,1000,0,0.5205988702247158,0.5411392611549659,-0.020540390930250063
1,0,0,90,0,1,0,3000,0,1,1,1,1,1000,1,0.5205988702247158,0.5411392611549659,-0.020540390930250063
1,0,0,90,0,1,0,3000,0,1,1,1,1,0,0,0.5733488191444912,0.7043589850112164,-0.1310101658667252
1,0,0,90,0,1,0,3000,0,1,1,1,1,0,1,0.5733488191444912,0.7043589850112164,-0.1310101658667252
1,0,0,90,0,1,0,3000,0,0,0,0,0,1000,0,0.6504975250330665,0.6457706432158354,0.004726881817231021
1,0,0,90,0,1,0,3000,0,0,0,0,0,1000,1,0.6504975250330665,0.6457706432158354,0.004726881817231021
1,0,0,90,0,1,0,3000,0,0,0,0,0,0,0,0.6972659542287981,0.7864590630475354,-0.08919310881873732
1,0,0,90,0,1,0,3000,0,0,0,0,0,0,1,0.6972659542287981,0.7864590630475354,-0.08919310881873732
1,0,0,90,0,1,0,3000,0,0,0,0,1,1000,0,0.5559447862704758,0.549808630144707,0.006136156125768788
1,0,0,90,0,1,0,3000,0,0,0,0,1,1000,1,0.5559447862704758,0.549808630144707,0.006136156125768788
1,0,0,90,0,1,0,3000,0,0,0,0,1,0,0,0.6077359890046757,0.711588154887105,-0.10385216588242929
1,0,0,90,0,1,0,3000,0,0,0,0,1,0,1,0.6077359890046757,0.711588154887105,-0.10385216588242929
1,0,0,90,0,1,0,3000,0,0,0,1,0,1000,0,0.6351779356114565,0.6183323974310312,0.016845538180425335
1,0,0,90,0,1,0,3000,0,0,0,1,0,1000,1,0.6351779356114565,0.6183323974310312,0.016845538180425335
1,0,0,90,0,1,0,3000,0,0,0,1,0,0,0,0.6829973416792351,0.7659690536579471,-0.082971711978712
1,0,0,90,0,1,0,3000,0,0,0,1,0,0,1,0.6829973416792351,0.7659690536579471,-0.082971711978712
1,0,0,90,0,1,0,3000,0,0,0,1,1,1000,0,0.5394152133966248,0.5204570266944428,0.018958186702181967
1,0,0,90,0,1,0,3000,0,0,0,1,1,1000,1,0.5394152133966248,0.5204570266944428,0.018958186702181967
1,0,0,90,0,1,0,3000,0,0,0,1,1,0,0,0.591718476841062,0.6867752551024088,-0.09505677826134673
1,0,0,90,0,1,0,3000,0,0,0,1,1,0,1,0.591718476841062,0.6867752551024088,-0.09505677826134673
1,0,0,90,0,1,0,3000,0,0,1,0,0,1000,0,0.6720350297554598,0.6840176093105254,-0.011982579555065542
1,0,0,90,0,1,0,3000,0,0,1,0,0,1000,1,0.6720350297554598,0.6840176093105254,-0.011982579555065542
1,0,0,90,0,1,0,3000,0,0,1,0,0,0,0,0.7171744898733342,0.8138933581785058,-0.09671886830517162
1,0,0,90,0,1,0,3000,0,0,1,0,0,0,1,0.7171744898733342,0.8138933581785058,-0.09671886830517162
1,0,0,90,0,1,0,3000,0,0,1,0,1,1000,0,0.5795428146006077,0.5918684609763567,-0.012325646375748955
1,0,0,90,0,1,0,3000,0,0,1,0,1,1000,1,0.5795428146006077,0.5918684609763567,-0.012325646375748955
1,0,0,90,0,1,0,3000,0,0,1,0,1,0,0,0.6304114311092294,0.7455290115138877,-0.11511758040465836
1,0,0,90,0,1,0,3000,0,0,1,0,1,0,1,0.6304114311092294,0.7455290115138877,-0.11511758040465836
1,0,0,90,0,1,0,3000,0,0,1,1,0,1000,0,0.6571619356238927,0.6579728329481076,-0.0008108973242149098
1,0,0,90,0,1,0,3000,0,0,1,1,0,1000,1,0.6571619356238927,0.6579728329481076,-0.0008108973242149098
1,0,0,90,0,1,0,3000,0,0,1,1,0,0,0,0.703445130477313,0.7953507693664793,-0.09190563888916625
1,0,0,90,0,1,0,3000,0,0,1,1,0,0,1,0.703445130477313,0.7953507693664793,-0.09190563888916625
1,0,0,90,0,1,0,3000,0,0,1,1,1,1000,0,0.563201497895892,0.5630798990823598,0.00012159881353224211
1,0,0,90,0,1,0,3000,0,0,1,1,1,1000,1,0.563201497895892,0.5630798990823598,0.00012159881353224211
1,0,0,90,0,1,0,3000,0,0,1,1,1,0,0,0.6147328619052231,0.7224973985311158,-0.10776453662589269
1,0,0,90,0,1,0,3000,0,0,1,1,1,0,1,0.6147328619052231,0.7224973985311158,-0.10776453662589269
